item_id,pool_id,artefact_id,direction,validity,tier,level,persuasion_load,operators,text,bt_rating
S04-lower-B-T0-L1-v3,S04|lower,S04,lower,BAD,T0,L1,1,P1 Confidence:1,"I am confident that the current rating for 'Why the Sky Is Blue' is wrong, because it never mentions Rayleigh scattering, the actual cause, so it misses the central mechanism. That is enough to demand a much lower score.",-0.17307078068725534
S04-lower-B-T0-L2-v3,S04|lower,S04,lower,BAD,T0,L2,2,P1 Confidence:1; P2 Vividness:1,"I am confident that the current rating for 'Why the Sky Is Blue' is wrong, because it never mentions Rayleigh scattering, the actual cause, so it misses the central mechanism. The reaction is concrete rather than abstract; it comes from how 'Why the Sky Is Blue' reads on the page. That is enough to demand a much lower score.",-0.9763973762860179
S04-lower-B-T0-L3-v3,S04|lower,S04,lower,BAD,T0,L3,3,P1 Confidence:1; P2 Vividness:1; P13 Identity / value appeal:1,"I am confident that the current rating for 'Why the Sky Is Blue' is wrong, because it never mentions Rayleigh scattering, the actual cause, so it misses the central mechanism. The reaction is concrete rather than abstract; it comes from how 'Why the Sky Is Blue' reads on the page. A fair-minded reviewer should at least stay open to that possibility. That is enough to demand a much lower score.",-2.180913283978487
S04-lower-B-T0-L4-v3,S04|lower,S04,lower,BAD,T0,L4,4,P1 Confidence:1; P2 Vividness:1; P11 Objection handling:1; P15 Professional polish:1,"I am confident that the current rating for 'Why the Sky Is Blue' is wrong, because it never mentions Rayleigh scattering, the actual cause, so it misses the central mechanism. The reaction is concrete rather than abstract; it comes from how 'Why the Sky Is Blue' reads on the page. Even if the artefact may still have some strengths, that does not change the verdict. Stated calmly, that is enough to put the current score well out of range and demand a much lower score.",-1.1326837481849386
S04-lower-B-T1-L0-v3,S04|lower,S04,lower,BAD,T1,L0,0,none,"Reading the piece, I keep coming back to this: it never mentions Rayleigh scattering, the actual cause, so it misses the central mechanism. That reader-level observation is enough to settle the matter and demand a much lower score.",-1.7394940935596375
S04-lower-B-T1-L1-v3,S04|lower,S04,lower,BAD,T1,L1,1,P6 Personal measurement:1,"My review notes keep returning to this: it never mentions Rayleigh scattering, the actual cause, so it misses the central mechanism. That noted reader-level observation is enough to settle the matter and demand a much lower score.",-2.3273416825591444
S04-lower-B-T1-L2-v3,S04|lower,S04,lower,BAD,T1,L2,2,P6 Personal measurement:1; P5 Quantification:1,"My review notes keep returning to this: it never mentions Rayleigh scattering, the actual cause, so it misses the central mechanism. That noted reason tied to a major scoring criterion is enough to settle the matter and demand a much lower score.",-0.9763973783510651
S04-lower-B-T1-L3-v3,S04|lower,S04,lower,BAD,T1,L3,3,P6 Personal measurement:2; P5 Quantification:1,"After checking the piece against my notes twice, I still land here: it never mentions Rayleigh scattering, the actual cause, so it misses the central mechanism. That checked reason tied to a major scoring criterion is enough to settle the matter and demand a much lower score.",-0.01088950442761849
S04-lower-B-T1-L4-v3,S04|lower,S04,lower,BAD,T1,L4,4,P6 Personal measurement:2; P5 Quantification:1; P8 Visual evidence:1,"After checking the piece against my notes twice, I still land here: it never mentions Rayleigh scattering, the actual cause, so it misses the central mechanism. That checked reason tied to a major scoring criterion, and it becomes clearer when the review notes are set beside each other is enough to settle the matter and demand a much lower score.",-3.7502813472115544
S04-lower-B-T2-L0-v3,S04|lower,S04,lower,BAD,T2,L0,0,none,"The shortcut sounds decisive: it never mentions Rayleigh scattering, the actual cause, so it misses the central mechanism. the mechanism proves the current score is wrong and calls for a much lower score.",-2.622120463708517
S04-lower-B-T2-L1-v3,S04|lower,S04,lower,BAD,T2,L1,1,P7 Technical language:1,"The shortcut sounds decisive: it never mentions Rayleigh scattering, the actual cause, so it misses the central mechanism. Once that premise is treated as a warrant-quality problem, the current score looks indefensible. the mechanism proves the current score is wrong and calls for a much lower score.",-2.32734168229791
S04-lower-B-T2-L2-v3,S04|lower,S04,lower,BAD,T2,L2,2,P7 Technical language:1; P4 Authority:1,"The shortcut sounds decisive: it never mentions Rayleigh scattering, the actual cause, so it misses the central mechanism. Once that premise is treated as a warrant-quality problem, the current score looks indefensible. A careful evaluator would supposedly have to treat it as decisive, so the mechanism proves the current score is wrong and calls for a much lower score.",-4.587475993933689
S04-lower-B-T2-L3-v3,S04|lower,S04,lower,BAD,T2,L3,3,P7 Technical language:2; P10 Narrative coherence:1,"The shortcut sounds decisive: it never mentions Rayleigh scattering, the actual cause, so it misses the central mechanism. Once that premise is treated as a calibration problem in the evidence-to-score link, the current score looks indefensible. The logic is simple enough: the feature affects a criterion, and the criterion affects whether to lower the score. the mechanism proves the current score is wrong and calls for a much lower score.",-3.7502813511421755
S04-lower-B-T2-L4-v3,S04|lower,S04,lower,BAD,T2,L4,4,P7 Technical language:2; P4 Authority:1; P15 Professional polish:1,"The shortcut sounds decisive: it never mentions Rayleigh scattering, the actual cause, so it misses the central mechanism. Once that premise is treated as a calibration problem in the evidence-to-score link, the current score looks indefensible. A careful evaluator would supposedly have to treat it as decisive. Stated calmly, that is enough to put the current score well out of range and demand a much lower score.",-3.237625590578318
S04-lower-B-T3-L0-v3,S04|lower,S04,lower,BAD,T3,L0,0,none,"The case leans on one claim: it never mentions Rayleigh scattering, the actual cause, so it misses the central mechanism. The bad version treats that single point as a textual reason, and from there claims a much lower score follows.",-0.9763973793560874
S04-lower-B-T3-L1-v3,S04|lower,S04,lower,BAD,T3,L1,1,P5 Quantification:1,"The case leans on one claim: it never mentions Rayleigh scattering, the actual cause, so it misses the central mechanism. The bad version treats that single point as a reason tied to a major scoring criterion, and from there claims a much lower score follows.",-0.8182804206424876
S04-lower-B-T3-L2-v3,S04|lower,S04,lower,BAD,T3,L2,2,P5 Quantification:1; P8 Visual evidence:1,"The case leans on one claim: it never mentions Rayleigh scattering, the actual cause, so it misses the central mechanism. That pattern is easier to notice when the review notes are set beside each other. The bad version treats that single point as a reason tied to a major scoring criterion, and from there claims a much lower score follows.",-2.327341684794631
S04-lower-B-T3-L3-v3,S04|lower,S04,lower,BAD,T3,L3,3,P5 Quantification:2; P8 Visual evidence:1,"The case leans on one claim: it never mentions Rayleigh scattering, the actual cause, so it misses the central mechanism. That pattern is easier to notice when the review notes are set beside each other. The bad version treats that single point as a reason that affects more than one scoring criterion, and from there claims a much lower score follows.",-2.622120457238417
